epoch,train_score.Loss,train_score.Kappa,train_score.F1,train_score.Specificity,train_score.Average,valid_score.Loss,valid_score.Kappa,valid_score.F1,valid_score.Specificity,valid_score.Average,best_threshold
1.0,0.6686664245746754,0.1388295600170866,0.5454545454046978,0.6349206349204334,0.43973491344740595,0.6747063780203462,0.15966386554621848,0.4680851063310095,0.682926829266627,0.4368919337146184,
2.0,0.6646633631101361,0.17787363613296128,0.4578313252567112,0.8380952380949721,0.4912667331615482,0.6649283217266202,0.1089588377723971,0.3030303029862259,0.8780487804856633,0.4300126404147621,
3.0,0.6554548653463522,0.11346444780635397,0.307328605167301,0.9206349206346284,0.44714265786942775,0.6442986549809575,0.11889862327909888,0.26666666662911115,0.9268292682904223,0.4374648527328775,
4.0,0.6655186043569336,0.07538042044155167,0.6932773108787367,0.08253968253965634,0.28373247128664825,0.7326281489804387,0.03554868624420402,0.5411764705474879,0.04878048780475907,0.20850188153215032,
5.0,0.6153710825529731,0.34844436783590454,0.7075208913149676,0.5841269841267988,0.5466974144258904,0.6351548489183187,0.4222668004012036,0.6538461537943048,0.7073170731690065,0.5944766757881715,
,,,,,,,,,,,0.5199999809265137
